seqno,type,city,countycode,name,address,number,localcallservice
466,連鎖型綠色商店,新北市,65000,7-11富鄰門市,221新北市汐止區宜興街8號,F001319,02-27478711#3961
467,連鎖型綠色商店,新北市,65000,7-11富興門市,235新北市中和區中興里復興路277-1.279號,F001346,02-27478711#3961
468,連鎖型綠色商店,新北市,65000,7-11富營門市,242新北市新莊區富國路20號1樓,F001593,02-27478711#3961
469,連鎖型綠色商店,新北市,65000,7-11尊爵門市,221新北市汐止區伯爵街32號,F001099,02-27478711#3961
470,連鎖型綠色商店,新北市,65000,7-11崴城門市,236新北市土城區中央路4段35-3號,F001057,02-27478711#3961
471,連鎖型綠色商店,新北市,65000,7-11復育門市,238新北市樹林區樹西里13鄰育英街146號1樓.,F001117,02-27478711#3961
472,連鎖型綠色商店,新北市,65000,7-11復美門市,234新北市永和區秀朗路1段146號,F001532,02-27478711#3961
473,連鎖型綠色商店,新北市,65000,7-11復峽門市,237新北市三峽區復興路157.159號,F001453,02-27478711#3961
474,連鎖型綠色商店,新北市,65000,7-11復貴門市,241新北市三重區頂崁里光復路2段140-1號,F001613,02-27478711#3961
475,連鎖型綠色商店,新北市,65000,7-11景大門市,231新北市新店區安忠路71巷1號1樓,F001110,02-27478711#3961
476,連鎖型綠色商店,新北市,65000,7-11景仁門市,235新北市中和區東南里14鄰忠孝街103號1樓,F000512,02-27478711#3961
477,連鎖型綠色商店,新北市,65000,7-11景安門市,235新北市中和區景安路210號,F000518,02-27478711#3961
478,連鎖型綠色商店,新北市,65000,7-11景旺門市,235新北市中和區成功南路1號,F001032,02-27478711#3961
479,連鎖型綠色商店,新北市,65000,7-11景勇門市,235新北市中和區景平路166號,F001302,02-27478711#3961
480,連鎖型綠色商店,新北市,65000,7-11景順門市,235新北市中和區平河里中正路755之1號,F001347,02-27478711#3961
481,連鎖型綠色商店,新北市,65000,7-11景圓門市,235新北市中和區圓通路162-1.162-21F,F001148,02-27478711#3961
482,連鎖型綠色商店,新北市,65000,7-11景新門市,235新北市中和區景新街436號,F001180,02-27478711#3961
483,連鎖型綠色商店,新北市,65000,7-11景愿門市,231新北市新店區安忠路99號1樓,F001422,02-27478711#3961
484,連鎖型綠色商店,新北市,65000,7-11景福門市,235新北市中和區景新街467巷22號,F000935,02-27478711#3961
485,連鎖型綠色商店,新北市,65000,7-11景禮門市,235新北市中和區景安路100.102號,F000942,02-27478711#3961
486,連鎖型綠色商店,新北市,65000,7-11景鑫門市,235新北市中和區中正路683號,F001155,02-27478711#3961
487,連鎖型綠色商店,新北市,65000,7-11智光門市,234新北市永和區中正路88號,F001524,02-27478711#3961
488,連鎖型綠色商店,新北市,65000,7-11智華門市,247新北市蘆洲區光華路72號,F001284,02-27478711#3961
489,連鎖型綠色商店,新北市,65000,7-11智慧門市,221新北市汐止區大同路2段281號,F001022,02-27478711#3961
490,連鎖型綠色商店,新北市,65000,7-11智樂門市,220新北市板橋區新生街89巷2號,F000960,02-27478711#3961
491,連鎖型綠色商店,新北市,65000,7-11港義門市,242新北市新莊區中港路527號,F000966,02-27478711#3961
492,連鎖型綠色商店,新北市,65000,7-11渡船頭門市,251新北市淡水區中正路57.59號,F001293,02-27478711#3961
493,連鎖型綠色商店,新北市,65000,7-11湖前門市,221新北市汐止區湖前街99.101號,F000514,02-27478711#3961
494,連鎖型綠色商店,新北市,65000,7-11湯旺門市,241新北市三重區中興里重新路5段609巷2-1號,F001278,02-27478711#3961
495,連鎖型綠色商店,新北市,65000,7-11湯城門市,241新北市三重區重新路5段609巷10號之6,F001006,02-27478711#3961
496,連鎖型綠色商店,新北市,65000,7-11登林門市,244新北市林口區粉寮路1段84號,F001373,02-27478711#3961
497,連鎖型綠色商店,新北市,65000,7-11登峰門市,221新北市汐止區新台五路1段151號,F001040,02-27478711#3961
498,連鎖型綠色商店,新北市,65000,7-11登頂門市,241新北市三重區光復路2段2號,F001494,02-27478711#3961
499,連鎖型綠色商店,新北市,65000,7-11登福門市,248新北市五股區登林路76之3號,F001400,02-27478711#3961
500,連鎖型綠色商店,新北市,65000,7-11華安門市,247新北市蘆洲區長安街82號,F001026,02-27478711#3961
501,連鎖型綠色商店,新北市,65000,7-11華翠門市,220新北市板橋區莒光路63號,F001063,02-27478711#3961
502,連鎖型綠色商店,新北市,65000,7-11貴鳳門市,243新北市泰山區貴鳳街2號,F001294,02-27478711#3961
503,連鎖型綠色商店,新北市,65000,7-11貴興門市,220新北市板橋區貴興路7號,F001004,02-27478711#3961
504,連鎖型綠色商店,新北市,65000,7-11進益門市,221新北市汐止區大同路二段314號,F001254,02-27478711#3961
505,連鎖型綠色商店,新北市,65000,7-11鄉長門市,221新北市汐止區鄉長路二段16號,F001595,02-27478711#3961
506,連鎖型綠色商店,新北市,65000,7-11隆城門市,236新北市土城區學士路14號,F001517,02-27478711#3961
507,連鎖型綠色商店,新北市,65000,7-11雅盛門市,220新北市板橋區長安里漢生東路187號,F001484,02-27478711#3961
508,連鎖型綠色商店,新北市,65000,7-11集美門市,241新北市三重區集美街107號,F001101,02-27478711#3961
509,連鎖型綠色商店,新北市,65000,7-11集賢門市,247新北市蘆洲區集賢路271號,F001193,02-27478711#3961
510,連鎖型綠色商店,新北市,65000,7-11集興門市,241新北市三重區光明里24鄰集美街202號,F001445,02-27478711#3961
511,連鎖型綠色商店,新北市,65000,7-11順興門市,238新北市樹林區東興街41號,F001526,02-27478711#3961
512,連鎖型綠色商店,新北市,65000,7-11匯和門市,241新北市三重區三和路4段390巷2號,F001477,02-27478711#3961
513,連鎖型綠色商店,新北市,65000,7-11園林門市,220新北市板橋區光華里林園街1號,F001525,02-27478711#3961
514,連鎖型綠色商店,新北市,65000,7-11園道門市,237新北市三峽區中園街22號,F001061,02-27478711#3961
515,連鎖型綠色商店,新北市,65000,7-11圓通門市,235新北市中和區圓通路280.282號,F000559,02-27478711#3961
516,連鎖型綠色商店,新北市,65000,7-11愛家門市,241新北市三重區中興北街42巷11號,F001270,02-27478711#3961
517,連鎖型綠色商店,新北市,65000,7-11愛鄉門市,244新北市林口區仁愛路1段635號,F001555,02-27478711#3961
518,連鎖型綠色商店,新北市,65000,7-11新工建門市,221新北市汐止區中興路60號,F001332,02-27478711#3961
519,連鎖型綠色商店,新北市,65000,7-11新中門市,231新北市新店區中正路152號,F001213,02-27478711#3961
520,連鎖型綠色商店,新北市,65000,7-11新化成門市,242新北市新莊區化成路500號,F001391,02-27478711#3961
521,連鎖型綠色商店,新北市,65000,7-11新台門市,248新北市五股區五工六路14號,F001506,02-27478711#3961
522,連鎖型綠色商店,新北市,65000,7-11新巨蛋門市,220新北市板橋區長江路一段419.421.423號,F001487,02-27478711#3961
523,連鎖型綠色商店,新北市,65000,7-11新市鎮門市,251新北市淡水區中山北路一段382號,F001429,02-27478711#3961
524,連鎖型綠色商店,新北市,65000,7-11新正門市,231新北市新店區中正路682號,F000564,02-27478711#3961
525,連鎖型綠色商店,新北市,65000,7-11新民享門市,235新北市中和區民享街91號,F001127,02-27478711#3961
526,連鎖型綠色商店,新北市,65000,7-11新永元門市,234新北市永和區永元路28、30號,F001354,02-27478711#3961
527,連鎖型綠色商店,新北市,65000,7-11新永寧門市,236新北市土城區中央路三段191之1號、永寧路1、3號,F001624,02-27478711#3961
528,連鎖型綠色商店,新北市,65000,7-11新兆圓門市,220新北市板橋區實踐路34.34-1號1樓,F001508,02-27478711#3961
529,連鎖型綠色商店,新北市,65000,7-11新吉麗門市,247新北市蘆洲區中山一路204號1樓,F001205,02-27478711#3961
530,連鎖型綠色商店,新北市,65000,7-11新宇鈞門市,238新北市樹林區大安路115.117號1樓,F001380,02-27478711#3961
531,連鎖型綠色商店,新北市,65000,7-11新安門市,242新北市新莊區民安東路127號,F001349,02-27478711#3961
532,連鎖型綠色商店,新北市,65000,7-11新年門市,242新北市新莊區豐年街54號,F000521,02-27478711#3961
533,連鎖型綠色商店,新北市,65000,7-11新旭勝門市,221新北市汐止區建成路160巷2號,F001177,02-27478711#3961
534,連鎖型綠色商店,新北市,65000,7-11新汐農門市,221新北市汐止區樟樹一路113、115號,F001053,02-27478711#3961
535,連鎖型綠色商店,新北市,65000,7-11新宏盛門市,242新北市新莊區後港一路114號,F001015,02-27478711#3961
536,連鎖型綠色商店,新北市,65000,7-11新亞洲門市,236新北市土城區亞洲路104號,F001246,02-27478711#3961
537,連鎖型綠色商店,新北市,65000,7-11新和門市,231新北市新店區新和街57號,F001410,02-27478711#3961
538,連鎖型綠色商店,新北市,65000,7-11新和高門市,235新北市中和區中正路502號1樓,F001478,02-27478711#3961
539,連鎖型綠色商店,新北市,65000,7-11新宜門市,231新北市新店區北宜路二段4.6號,F001041,02-27478711#3961
540,連鎖型綠色商店,新北市,65000,7-11新店站門市,231新北市新店區北宜路一段2號,F001571,02-27478711#3961
541,連鎖型綠色商店,新北市,65000,7-11新林口門市,244新北市林口區中正路83號,F001476,02-27478711#3961
542,連鎖型綠色商店,新北市,65000,7-11新板橋門市,220新北市板橋區文化路1段135號,F001067,02-27478711#3961
543,連鎖型綠色商店,新北市,65000,7-11新矽谷門市,231新北市新店區北新路三段205-1號,F001359,02-27478711#3961
544,連鎖型綠色商店,新北市,65000,7-11新保捷門市,234新北市永和區保生路22巷2號1樓,F001169,02-27478711#3961
545,連鎖型綠色商店,新北市,65000,7-11新保福門市,234新北市永和區保安路220號,F000961,02-27478711#3961
546,連鎖型綠色商店,新北市,65000,7-11新建興門市,224新北市瑞芳區大埔路138號,F001536,02-27478711#3961
547,連鎖型綠色商店,新北市,65000,7-11新春門市,251新北市淡水區新春街140號,F001324,02-27478711#3961
548,連鎖型綠色商店,新北市,65000,7-11新洛華門市,241新北市三重區中華路95號,F001496,02-27478711#3961
549,連鎖型綠色商店,新北市,65000,7-11新茂門市,242新北市新莊區化成路118.120號,F001108,02-27478711#3961
550,連鎖型綠色商店,新北市,65000,7-11新展盛門市,242新北市新莊區西盛街325.327號1樓,F001596,02-27478711#3961
551,連鎖型綠色商店,新北市,65000,7-11新泰門市,242新北市新莊區新泰路267號,F001656,02-27478711#3961
552,連鎖型綠色商店,新北市,65000,7-11新海門市,220新北市板橋區文德里新海路138號,F001334,02-27478711#3961
553,連鎖型綠色商店,新北市,65000,7-11新真理門市,251新北市淡水區新民街102.104號,F000978,02-27478711#3961
554,連鎖型綠色商店,新北市,65000,7-11新淡專門市,251新北市淡水區新民街180巷12.16號,F001497,02-27478711#3961
555,連鎖型綠色商店,新北市,65000,7-11新盛昌門市,221新北市汐止區長江街13巷1號,F001516,02-27478711#3961
556,連鎖型綠色商店,新北市,65000,7-11新統義門市,242新北市新莊區建中街92號1樓,F001424,02-27478711#3961
557,連鎖型綠色商店,新北市,65000,7-11新通信門市,236新北市土城區中央路四段70.72號,F001644,02-27478711#3961
558,連鎖型綠色商店,新北市,65000,7-11新連正門市,235新北市中和區連城路347巷2號,F001300,02-27478711#3961
559,連鎖型綠色商店,新北市,65000,7-11新野柳門市,207新北市萬里鄉野柳港東路158號,F001507,02-27478711#3961
560,連鎖型綠色商店,新北市,65000,7-11新景和門市,235新北市中和區忠孝街1-2號,F001234,02-27478711#3961
561,連鎖型綠色商店,新北市,65000,7-11新港原門市,242新北市新莊區中原路201.203號1樓,F001472,02-27478711#3961
562,連鎖型綠色商店,新北市,65000,7-11新紫城門市,236新北市土城區福安街38、40號,F001076,02-27478711#3961
563,連鎖型綠色商店,新北市,65000,7-11新陽光門市,243新北市泰山區泰林路2段368.370號,F001632,02-27478711#3961
564,連鎖型綠色商店,新北市,65000,7-11新順安門市,231新北市新店區順安街57號,F001052,02-27478711#3961
565,連鎖型綠色商店,新北市,65000,7-11新順興門市,228新北市貢寮區仁和路2號,F001579,02-27478711#3961
566,連鎖型綠色商店,新北市,65000,7-11新圓山門市,248新北市五股區成泰路一段191號,F001377,02-27478711#3961
567,連鎖型綠色商店,新北市,65000,7-11新極景門市,231新北市新店區北新路2段252-1號,F001649,02-27478711#3961
568,連鎖型綠色商店,新北市,65000,7-11新猷門市,231新北市新店區安和路三段77號,F001093,02-27478711#3961
569,連鎖型綠色商店,新北市,65000,7-11新義民門市,247新北市蘆洲區民族路122.124號,F001216,02-27478711#3961
570,連鎖型綠色商店,新北市,65000,7-11新裕生門市,236新北市土城區裕民路57號、55巷2號,F001199,02-27478711#3961
571,連鎖型綠色商店,新北市,65000,7-11新僑中門市,220新北市板橋區僑中一街124巷3弄3號,F001539,02-27478711#3961
572,連鎖型綠色商店,新北市,65000,7-11新福民門市,231新北市新店區中央路135號,F001560,02-27478711#3961
573,連鎖型綠色商店,新北市,65000,7-11新福隆門市,228新北市貢寮區福隆村興隆街24-1號,F001438,02-27478711#3961
574,連鎖型綠色商店,新北市,65000,7-11新福圓門市,242新北市新莊區五工三路93號1樓,F001304,02-27478711#3961
575,連鎖型綠色商店,新北市,65000,7-11新翠華門市,220新北市板橋區三民路一段31巷14、16號,F001576,02-27478711#3961
576,連鎖型綠色商店,新北市,65000,7-11新遠門市,242新北市新莊區中正路651號之8號,F001050,02-27478711#3961
577,連鎖型綠色商店,新北市,65000,7-11新廣門市,231新北市新店區中正路542之2號,F001441,02-27478711#3961
578,連鎖型綠色商店,新北市,65000,7-11新樟樹門市,221新北市汐止區樟樹二路255號,F001001,02-27478711#3961
579,連鎖型綠色商店,新北市,65000,7-11新學府門市,236新北市土城區學府路1段169號,F001312,02-27478711#3961
580,連鎖型綠色商店,新北市,65000,7-11新樹工門市,238新北市樹林區保安街二段6號,F001471,02-27478711#3961
581,連鎖型綠色商店,新北市,65000,7-11新樹門市,242新北市新莊區新樹路166號.民安路461號,F000977,02-27478711#3961
582,連鎖型綠色商店,新北市,65000,7-11新燕門市,231新北市新店區新烏路2段382.384號1樓,F001367,02-27478711#3961
583,連鎖型綠色商店,新北市,65000,7-11新積穗門市,235新北市中和區民安街27.29號1樓,F001436,02-27478711#3961
584,連鎖型綠色商店,新北市,65000,7-11新錦秀門市,231新北市新店區錦秀路13.15號1樓,F001642,02-27478711#3961
585,連鎖型綠色商店,新北市,65000,7-11新龍門市,242新北市新莊區光明里民安西路232號,F001243,02-27478711#3961
586,連鎖型綠色商店,新北市,65000,7-11新龍俊門市,242新北市新莊區龍安路351.353號1樓,F001106,02-27478711#3961
587,連鎖型綠色商店,新北市,65000,7-11新鵬門市,231新北市新店區中正路696號1樓,F001132,02-27478711#3961
588,連鎖型綠色商店,新北市,65000,7-11新寶橋門市,231新北市新店區寶橋路192號,F001011,02-27478711#3961
589,連鎖型綠色商店,新北市,65000,7-11新鶯歌站門市,239新北市鶯歌區文化路68號之1,F001265,02-27478711#3961
590,連鎖型綠色商店,新北市,65000,7-11新觀和門市,220新北市板橋區大觀路二段55.57號1樓,F001602,02-27478711#3961
591,連鎖型綠色商店,新北市,65000,7-11椰城門市,235新北市中和區安平路61號,F001618,02-27478711#3961
592,連鎖型綠色商店,新北市,65000,7-11溫泉門市,207新北市萬里鄉加投路197-2號,F001357,02-27478711#3961
593,連鎖型綠色商店,新北市,65000,7-11溪崑門市,220新北市板橋區大觀路三段236號1F之6,F001489,02-27478711#3961
594,連鎖型綠色商店,新北市,65000,7-11瑞林門市,220新北市板橋區龍翠里大同街52號,F001236,02-27478711#3961
595,連鎖型綠色商店,新北市,65000,7-11瑞芳門市,224新北市瑞芳區明燈路3段50號.,F001102,02-27478711#3961
596,連鎖型綠色商店,新北市,65000,7-11瑞信門市,224新北市瑞芳區民生街23號,F001383,02-27478711#3961
597,連鎖型綠色商店,新北市,65000,7-11瑞新門市,220新北市板橋區瑞安街75號,F001657,02-27478711#3961
598,連鎖型綠色商店,新北市,65000,7-11瑞濱門市,224新北市瑞芳區海濱路157號,F000493,02-27478711#3961
599,連鎖型綠色商店,新北市,65000,7-11萬全門市,239新北市鶯歌區鶯桃路660號,F001307,02-27478711#3961
600,連鎖型綠色商店,新北市,65000,7-11萬里門市,207新北市萬里鄉瑪鍊路49.51號,F001550,02-27478711#3961
601,連鎖型綠色商店,新北市,65000,7-11萬板門市,220新北市板橋區莒光路221、223號,F001584,02-27478711#3961
602,連鎖型綠色商店,新北市,65000,7-11萬誠門市,237新北市三峽區民生街25號.27巷1號,F001083,02-27478711#3961
603,連鎖型綠色商店,新北市,65000,7-11萬鄰門市,220新北市板橋區華江里民生路二段226巷46號1樓,F001537,02-27478711#3961
604,連鎖型綠色商店,新北市,65000,7-11義學門市,243新北市泰山區明志路2段74.76號,F000934,02-27478711#3961
605,連鎖型綠色商店,新北市,65000,7-11群英門市,247新北市蘆洲區長樂路231號,F000921,02-27478711#3961
606,連鎖型綠色商店,新北市,65000,7-11聖武門市,235新北市中和區新生街112號,F000542,02-27478711#3961
607,連鎖型綠色商店,新北市,65000,7-11聖約翰門市,251新北市淡水區淡金路四段532號,F001095,02-27478711#3961
608,連鎖型綠色商店,新北市,65000,7-11聖陶門市,239新北市鶯歌區文化路407.411號,F001594,02-27478711#3961
609,連鎖型綠色商店,新北市,65000,7-11聖運門市,236新北市土城區柑林里明德路二段159號,F001500,02-27478711#3961
610,連鎖型綠色商店,新北市,65000,7-11聖運門市,236新北市土城區柑林里明德路二段159號,F001330,02-27478711#3961
611,連鎖型綠色商店,新北市,65000,7-11裕民門市,220新北市板橋區裕民街126號,F001492,02-27478711#3961
612,連鎖型綠色商店,新北市,65000,7-11路加門市,220新北市板橋區大仁街27號,F000945,02-27478711#3961
613,連鎖型綠色商店,新北市,65000,7-11達冠門市,231新北市新店區達觀路6號地下壹樓之一,F001664,02-27478711#3961
614,連鎖型綠色商店,新北市,65000,7-11僑一門市,220新北市板橋區僑中一街104號,F001582,02-27478711#3961
615,連鎖型綠色商店,新北市,65000,7-11嘉添門市,237新北市三峽區嘉添109-2號,F001339,02-27478711#3961
616,連鎖型綠色商店,新北市,65000,7-11壽南門市,235新北市中和區興南路1段164號,F001287,02-27478711#3961
617,連鎖型綠色商店,新北市,65000,7-11實全門市,220新北市板橋區實踐路93巷52號,F001129,02-27478711#3961
618,連鎖型綠色商店,新北市,65000,7-11嶄新門市,231新北市新店區中正路57-2號1樓,F001049,02-27478711#3961
619,連鎖型綠色商店,新北市,65000,7-11榮和門市,242新北市新莊區中和街216號,F001418,02-27478711#3961
620,連鎖型綠色商店,新北市,65000,7-11榮富門市,242新北市新莊區中榮街43.47號,F000926,02-27478711#3961
621,連鎖型綠色商店,新北市,65000,7-11榮德門市,238新北市樹林區東榮街8-10號,F001173,02-27478711#3961
622,連鎖型綠色商店,新北市,65000,7-11歌亭門市,239新北市鶯歌區尖山里尖山路150號,F001275,02-27478711#3961
623,連鎖型綠色商店,新北市,65000,7-11歌園門市,239新北市鶯歌區國華路31號,F001556,02-27478711#3961
624,連鎖型綠色商店,新北市,65000,7-11歌德門市,239新北市鶯歌區德昌二街77號之1,F001046,02-27478711#3961
625,連鎖型綠色商店,新北市,65000,7-11漳和門市,235新北市中和區中山路2段131-6號,F001091,02-27478711#3961
626,連鎖型綠色商店,新北市,65000,7-11漢江門市,220新北市板橋區柏翠里長江路二段110號,F001009,02-27478711#3961
627,連鎖型綠色商店,新北市,65000,7-11漢西門市,220新北市板橋區漢生西路82號,F001407,02-27478711#3961
628,連鎖型綠色商店,新北市,65000,7-11漢東門市,220新北市板橋區漢生東路309號,F001523,02-27478711#3961
629,連鎖型綠色商店,新北市,65000,7-11滿泰門市,243新北市泰山區明志路1段28號,F001064,02-27478711#3961
630,連鎖型綠色商店,新北市,65000,7-11滬站門市,251新北市淡水區中正路1號,F001131,02-27478711#3961
631,連鎖型綠色商店,新北市,65000,7-11碧湖門市,231新北市新店區新店路208號,F000944,02-27478711#3961
632,連鎖型綠色商店,新北市,65000,7-11碧潭門市,231新北市新店區北宜路一段28號,F001047,02-27478711#3961
633,連鎖型綠色商店,新北市,65000,7-11碧興門市,231新北市新店區北宜路一段110號,F000955,02-27478711#3961
634,連鎖型綠色商店,新北市,65000,7-11福仁門市,221新北市汐止區仁愛路143號,F001491,02-27478711#3961
635,連鎖型綠色商店,新北市,65000,7-11福多門市,238新北市樹林區三福里12鄰三福街45號,F001409,02-27478711#3961
636,連鎖型綠色商店,新北市,65000,7-11福百門市,221新北市汐止區福德一路161號,F001538,02-27478711#3961
637,連鎖型綠色商店,新北市,65000,7-11福利門市,220新北市板橋區中山路二段172號,F001134,02-27478711#3961
638,連鎖型綠色商店,新北市,65000,7-11福來門市,242新北市新莊區五工路98號,F000962,02-27478711#3961
639,連鎖型綠色商店,新北市,65000,7-11福和門市,235新北市中和區秀朗里大勇街25巷1號,F001269,02-27478711#3961
640,連鎖型綠色商店,新北市,65000,7-11福旺門市,242新北市新莊區福基里17鄰五權一路80號,F001256,02-27478711#3961
641,連鎖型綠色商店,新北市,65000,7-11福美門市,235新北市中和區景平路756.758號,F001002,02-27478711#3961
642,連鎖型綠色商店,新北市,65000,7-11福泰門市,248新北市五股區五福路54號,F001202,02-27478711#3961
643,連鎖型綠色商店,新北市,65000,7-11福基門市,242新北市新莊區福基里五工路70號,F001616,02-27478711#3961
644,連鎖型綠色商店,新北市,65000,7-11福強門市,231新北市新店區三民路149-1號,F001353,02-27478711#3961
645,連鎖型綠色商店,新北市,65000,7-11福祥門市,236新北市土城區中央路一段320.322號,F001240,02-27478711#3961
646,連鎖型綠色商店,新北市,65000,7-11福勝門市,235新北市中和區福祥路158號,F001248,02-27478711#3961
647,連鎖型綠色商店,新北市,65000,7-11福港門市,242新北市新莊區中港路390號,F000947,02-27478711#3961
648,連鎖型綠色商店,新北市,65000,7-11福菖門市,221新北市汐止區大同路三段188號,F001021,02-27478711#3961
649,連鎖型綠色商店,新北市,65000,7-11福愛門市,234新北市永和區永平路274號仁愛路242號,F001518,02-27478711#3961
650,連鎖型綠色商店,新北市,65000,7-11福運門市,241新北市三重區福德北路55號,F001598,02-27478711#3961
651,連鎖型綠色商店,新北市,65000,7-11福壽門市,242新北市新莊區福壽街140號,F001372,02-27478711#3961
652,連鎖型綠色商店,新北市,65000,7-11福德門市,231新北市新店區三民路189號,F001378,02-27478711#3961
653,連鎖型綠色商店,新北市,65000,7-11福營門市,242新北市新莊區福營里建國一路50.52號,F000974,02-27478711#3961
654,連鎖型綠色商店,新北市,65000,7-11福臨門市,248新北市五股區工商路150號,F001253,02-27478711#3961
655,連鎖型綠色商店,新北市,65000,7-11綠洲門市,237新北市三峽區鳶山里12鄰中山路186號1樓,F000495,02-27478711#3961
656,連鎖型綠色商店,新北市,65000,7-11綠雅門市,237新北市三峽區文化路122號,F001437,02-27478711#3961
657,連鎖型綠色商店,新北市,65000,7-11維中門市,248新北市五股區四維路120號,F001257,02-27478711#3961
658,連鎖型綠色商店,新北市,65000,7-11維妮門市,242新北市新莊區四維路17.19號,F001103,02-27478711#3961
659,連鎖型綠色商店,新北市,65000,7-11維陽門市,220新北市板橋區陽明街131號,F001578,02-27478711#3961
660,連鎖型綠色商店,新北市,65000,7-11維群門市,220新北市板橋區四維路139號,F000956,02-27478711#3961
661,連鎖型綠色商店,新北市,65000,7-11維禮門市,220新北市板橋區四維路282號,F001167,02-27478711#3961
662,連鎖型綠色商店,新北市,65000,7-11翡翠灣門市,207新北市萬里鄉龜吼村美崙38.39號,F001262,02-27478711#3961
663,連鎖型綠色商店,新北市,65000,7-11輔大門市,242新北市新莊區中正路516-1號,F001646,02-27478711#3961
664,連鎖型綠色商店,新北市,65000,7-11輔明門市,242新北市新莊區中正路514巷99號,F001203,02-27478711#3961
665,連鎖型綠色商店,新北市,65000,7-11輔泰門市,242新北市新莊區三泰路11號,F001633,02-27478711#3961
666,連鎖型綠色商店,新北市,65000,7-11輔進門市,242新北市新莊區中正路510號,F001096,02-27478711#3961
667,連鎖型綠色商店,新北市,65000,7-11輔新門市,243新北市泰山區中山路2段487號,F001082,02-27478711#3961
668,連鎖型綠色商店,新北市,65000,7-11遠揚門市,220新北市板橋區南雅南路2段124號,F001280,02-27478711#3961
669,連鎖型綠色商店,新北市,65000,7-11銀座門市,241新北市三重區信義西街4號,F001425,02-27478711#3961
670,連鎖型綠色商店,新北市,65000,7-11領袖門市,247新北市蘆洲區集賢路224巷60.62號,F001597,02-27478711#3961
671,連鎖型綠色商店,新北市,65000,7-11鳳鳴門市,239新北市鶯歌區永和街126.128號,F001178,02-27478711#3961
672,連鎖型綠色商店,新北市,65000,7-11廣進門市,242新北市新莊區四維路173號,F001640,02-27478711#3961
673,連鎖型綠色商店,新北市,65000,7-11廣麗門市,235新北市中和區廣福路82號,F001617,02-27478711#3961
674,連鎖型綠色商店,新北市,65000,7-11德正門市,231新北市新店區德正街23巷1號,F001268,02-27478711#3961
675,連鎖型綠色商店,新北市,65000,7-11德玉門市,231新北市新店區安康路三段195號,F000994,02-27478711#3961
676,連鎖型綠色商店,新北市,65000,7-11德城門市,236新北市土城區明德路一段139.141號,F001081,02-27478711#3961
677,連鎖型綠色商店,新北市,65000,7-11德偉門市,235新北市中和區中興街134號,F001481,02-27478711#3961
678,連鎖型綠色商店,新北市,65000,7-11德園門市,244新北市林口區公園路129號,F001361,02-27478711#3961
679,連鎖型綠色商店,新北市,65000,7-11德聖門市,244新北市林口區公園路17號,F001389,02-27478711#3961
680,連鎖型綠色商店,新北市,65000,7-11慶中門市,220新北市板橋區重慶路159.161號,F001663,02-27478711#3961
681,連鎖型綠色商店,新北市,65000,7-11慶祥門市,236新北市土城區慶祥街2號,F001279,02-27478711#3961
682,連鎖型綠色商店,新北市,65000,7-11慶斌門市,238新北市樹林區中洲街51巷1號,F001451,02-27478711#3961
683,連鎖型綠色商店,新北市,65000,7-11慶嶸門市,238新北市樹林區保安街二段33號,F001362,02-27478711#3961
684,連鎖型綠色商店,新北市,65000,7-11樟福門市,221新北市汐止區樟樹一路268號之3.4,F001140,02-27478711#3961
685,連鎖型綠色商店,新北市,65000,7-11樂福門市,220新北市板橋區中山路二段316號,F001533,02-27478711#3961
686,連鎖型綠色商店,新北市,65000,7-11樂鑫門市,235新北市中和區新生街146號,F001406,02-27478711#3961
687,連鎖型綠色商店,新北市,65000,7-11歐洲門市,237新北市三峽區三樹路199號,F001025,02-27478711#3961
688,連鎖型綠色商店,新北市,65000,7-11潭安門市,234新北市永和區中正路167號.,F001455,02-27478711#3961
689,連鎖型綠色商店,新北市,65000,7-11潤安門市,221新北市汐止區龍安路32號,F001568,02-27478711#3961
690,連鎖型綠色商店,新北市,65000,7-11緯中門市,220新北市板橋區中正路21.23號,F001308,02-27478711#3961
691,連鎖型綠色商店,新北市,65000,7-11學城門市,236新北市土城區學府路一段118號,F000483,02-27478711#3961
692,連鎖型綠色商店,新北市,65000,7-11學勤門市,237新北市三峽區學勤路105號.大德路211號1樓,F001237,02-27478711#3961
693,連鎖型綠色商店,新北市,65000,7-11憲金門市,247新北市蘆洲區光華路22巷1號,F001575,02-27478711#3961
694,連鎖型綠色商店,新北市,65000,7-11戰國門市,220新北市板橋區永豐街173、175號,F001554,02-27478711#3961
695,連鎖型綠色商店,新北市,65000,7-11橫溪門市,237新北市三峽區溪北街109號,F001030,02-27478711#3961
696,連鎖型綠色商店,新北市,65000,7-11樹中門市,238新北市樹林區中華路117號,F000996,02-27478711#3961
697,連鎖型綠色商店,新北市,65000,7-11樹仁門市,238新北市樹林區復興路102號,F001601,02-27478711#3961
698,連鎖型綠色商店,新北市,65000,7-11樹正門市,238新北市樹林區中正路464號1F,F001522,02-27478711#3961
699,連鎖型綠色商店,新北市,65000,7-11樹安門市,238新北市樹林區大安路502號,F001394,02-27478711#3961
700,連鎖型綠色商店,新北市,65000,7-11樹林(一)門市,238新北市樹林區鎮前街112號,F001625,02-27478711#3961
701,連鎖型綠色商店,新北市,65000,7-11樹林門市,238新北市樹林區保安街1段3號,F001228,02-27478711#3961
